slug	name	location	stream_url	report_url	area	lon	lat
lincoln-city-overview	Lincoln City Overview	Lincoln City, Lincoln County, Oregon, United States	https://cams.cdn-surfline.com/cdn-wc/wc-lincolncityov/playlist.m3u8	https://www.surfline.com/surf-report/lincoln-city-overview/5a15cf4c9caa98001b09d0dd	Lincoln County, Oregon	-124.02172923088074	44.95798072438797
llangennith	Llangennith	Swansea, Wales, United Kingdom	https://cams.cdn-surfline.com/cdn-int/uk-llangennith/playlist.m3u8	https://www.surfline.com/surf-report/llangennith/5842041f4e65fad6a7708cb3	Wales, United Kingdom	-4.299166667	51.59277778
log-cabins	Log Cabins	Pupukea, O‘ahu, Hawaii, United States	https://cams.cdn-surfline.com/cdn-wc/hi-logcabins/playlist.m3u8	https://www.surfline.com/surf-report/log-cabins/5842041f4e65fad6a7708893	O‘ahu, Hawaii	-158.06058168411255	21.65870453806827
long-beach-island	Long Beach Island	Ship Bottom, Ocean County, New Jersey, United States	https://cams.cdn-surfline.com/cdn-ec/ec-harveycedars/playlist.m3u8	https://www.surfline.com/surf-report/long-beach-island/5842041f4e65fad6a770885b	Ocean County, New Jersey	-74.17145848274231	39.65080599934257
long-sands-beach	Long Sands Beach	York Beach, York County, Maine, United States	https://cams.cdn-surfline.com/cdn-ec/ec-longsands/playlist.m3u8	https://www.surfline.com/surf-report/long-sands-beach/5842041f4e65fad6a77089e3	York County, Maine	-70.616893	43.163135
lower-jetties	Lower Jetties	Newport Beach, Orange County, California, United States	https://cams.cdn-surfline.com/cdn-wc/wc-lowerjetties/playlist.m3u8	https://www.surfline.com/surf-report/lower-jetties/584204214e65fad6a7709cde	Orange County, California	-117.93608665466309	33.61288593141895
lower-trestles	Lower Trestles	San Clemente, Orange County, California, United States	https://cams.cdn-surfline.com/cdn-wc/wc-lowers/playlist.m3u8	https://www.surfline.com/surf-report/lower-trestles/5842041f4e65fad6a770888a	Orange County, California	-117.5884311499704	33.38143999849023
maaravi	Maaravi	Tel Aviv, Tel Aviv, Israel	https://cams.cdn-surfline.com/cdn-int/il-maaravi/playlist.m3u8	https://www.surfline.com/surf-report/maaravi/595579ac31d48a00128db928	Tel Aviv, Israel	34.7548413277	32.0561359538
malibu-close-up	Malibu Close-up	Malibu, Los Angeles County, California, United States	https://cams.cdn-surfline.com/cdn-wc/wc-malibuclose/playlist.m3u8	https://www.surfline.com/surf-report/malibu-close-up/5a26e6c1a361da001bb3bcb3	Los Angeles County, California	-118.67807149887085	34.03591072098687
malibu-first-point	Malibu First Point	Malibu, Los Angeles County, California, United States	https://cams.cdn-surfline.com/cdn-wc/wc-malibufirstpt/playlist.m3u8	https://www.surfline.com/surf-report/malibu-first-point/584204214e65fad6a7709b9f	Los Angeles County, California	-118.6766767501831	34.03577735818882
malibu-overview	Malibu Overview	Malibu, Los Angeles County, California, United States	https://cams.cdn-surfline.com/cdn-wc/wc-malibuov/playlist.m3u8	https://www.surfline.com/surf-report/malibu-overview/584204214e65fad6a7709cff	Los Angeles County, California	-118.67475628852844	34.03316340502093
malibu-second-to-third-point	Malibu Second to Third Point	Malibu, Los Angeles County, California, United States	https://cams.cdn-surfline.com/cdn-wc/wc-malibu/playlist.m3u8	https://www.surfline.com/surf-report/malibu-second-to-third-point/5842041f4e65fad6a7708817	Los Angeles County, California	-118.677652	34.033415
malibu-surfrider-beach	Malibu Surfrider Beach	Malibu, Los Angeles County, California, United States	https://cams.cdn-surfline.com/cdn-wc/wc-malibusurfrider/playlist.m3u8	https://www.surfline.com/surf-report/malibu-surfrider-beach/5a8cacffb0f634001ada08fb	Los Angeles County, California	-118.67781945787004	34.036311686897996
manasquan-inlet	Manasquan Inlet	Manasquan, Monmouth County, New Jersey, United States	https://cams.cdn-surfline.com/cdn-ec/ec-manasquan/playlist.m3u8	https://www.surfline.com/surf-report/manasquan-inlet/5842041f4e65fad6a7708856	Monmouth County, New Jersey	-74.028	40.113
mandiri-break	Mandiri Break	South Sumatra, Indonesia	https://cams.cdn-surfline.com/cdn-int/id-mandiribreak/playlist.m3u8	https://www.surfline.com/surf-report/mandiri-break/5ac5517a50e426001a65c346	Indonesia, South Sumatra	103.9679650271139	-5.2503096005120105
manhattan-pier-northside	Manhattan Pier Northside	Manhattan Beach, Los Angeles County, California, United States	https://cams.cdn-surfline.com/cdn-wc/wc-manhattanpierns/playlist.m3u8	https://www.surfline.com/surf-report/manhattan-pier-northside/5acd24954031e5001a13854a	Los Angeles County, California	-118.41369095343128	33.884116597904075
manhattan-pier-southside	Manhattan Pier, Southside	Manhattan Beach, Los Angeles County, California, United States	https://cams.cdn-surfline.com/cdn-wc/wc-manhattanpierss/playlist.m3u8	https://www.surfline.com/surf-report/manhattan-pier-southside/5842041f4e65fad6a7708907	Los Angeles County, California	-118.4110175106966	33.87963506431794
manresa	Manresa	La Selva Beach, Santa Cruz County, California, United States	https://cams.cdn-surfline.com/cdn-wc/wc-manresa/playlist.m3u8	https://www.surfline.com/surf-report/manresa/5842041f4e65fad6a770898e	Santa Cruz County, California	-121.8553617272046	36.91899972819882
mantoloking	Mantoloking	Mantoloking Shores, Ocean County, New Jersey, United States	https://cams.cdn-surfline.com/cdn-ec/ec-mantoloking/playlist.m3u8	https://www.surfline.com/surf-report/mantoloking/5842041f4e65fad6a7708bed	Ocean County, New Jersey	-74.04836654663	40.028403115215
manzanita	Manzanita	Rockaway Beach, Tillamook County, Oregon, United States	https://cams.cdn-surfline.com/cdn-wc/wc-manzanitaor/playlist.m3u8	https://www.surfline.com/surf-report/manzanita/584204214e65fad6a7709d25	Tillamook County, Oregon	-123.944588	45.712165
marcelino	Marcelino	Costa de Caparica, Almada Municipality, Setúbal, Portugal	https://cams.cdn-surfline.com/cdn-int/pt-marcelino/playlist.m3u8	https://www.surfline.com/surf-report/marcelino/584204214e65fad6a7709d15	Almada Municipality, Setúbal	-9.246702	38.648843
mareta	Mareta	Sagres, Vila do Bispo Municipality, Faro, Portugal	https://cams.cdn-surfline.com/cdn-int/pt-mareta/playlist.m3u8	https://www.surfline.com/surf-report/mareta/5842041f4e65fad6a7708e7f	Vila do Bispo Municipality, Faro	-8.938755	37.0035
margate-pier-northside	Margate Pier Northside	Margate City, Atlantic County, New Jersey, United States	https://cams.cdn-surfline.com/cdn-ec/ec-margatepiernsnj/playlist.m3u8	https://www.surfline.com/surf-report/margate-pier-northside/5842041f4e65fad6a7708a08	Atlantic County, New Jersey	-74.495239	39.327688
maria-s-beachfront	Maria's Beachfront	Rincon, Rincón Barrio-Pueblo, Rincón Municipio, Puerto Rico	https://cams.cdn-surfline.com/cdn-ec/pr-mariabeachfront/playlist.m3u8	https://www.surfline.com/surf-report/maria-s-beachfront/584204204e65fad6a77094bd	Rincón Barrio-Pueblo, Rincón Municipio	-67.27108955383301	18.35732176370747
maria-s-overview	Maria's Overview	Rincon, Rincón Barrio-Pueblo, Rincón Municipio, Puerto Rico	https://cams.cdn-surfline.com/cdn-ec/pr-mariasov/playlist.m3u8	https://www.surfline.com/surf-report/maria-s-overview/5842041f4e65fad6a7708c5c	Rincón Barrio-Pueblo, Rincón Municipio	-67.27163136005402	18.358457148373724
marina	Marina	Herzliya Pituah, Herzliya, Tel Aviv, Israel	https://cams.cdn-surfline.com/cdn-int/il-danaccadia/playlist.m3u8	https://www.surfline.com/surf-report/marina/584204204e65fad6a7709aad	Herzliya, Tel Aviv	34.795	32.166
matanzas-inlet	Matanzas Inlet	Fort Matanzas, Saint Johns County, Florida, United States	https://cams.cdn-surfline.com/cdn-ec/ec-matanzas/playlist.m3u8	https://www.surfline.com/surf-report/matanzas-inlet/5842041f4e65fad6a7708a7e	Saint Johns County, Florida	-81.22509956359863	29.705592424934988
matunuck	Matunuck	South Kingstown, Washington County, Rhode Island, United States	https://cams.cdn-surfline.com/cdn-ec/ec-matunuck/playlist.m3u8	https://www.surfline.com/surf-report/matunuck/5842041f4e65fad6a7708e40	Washington County, Rhode Island	-71.538763	41.373347
maverick-s	Maverick's	Half Moon Bay, San Mateo County, California, United States	https://cams.cdn-surfline.com/cdn-wc/wc-mavericks/playlist.m3u8	https://www.surfline.com/surf-report/maverick-s/5842041f4e65fad6a7708801	San Mateo County, California	-122.504284	37.49142
meia-praia	Meia Praia	Lagos, Lagos Municipality, Faro, Portugal	https://cams.cdn-surfline.com/cdn-int/pt-meiapraia/playlist.m3u8	https://www.surfline.com/surf-report/meia-praia/5842041f4e65fad6a7708e84	Lagos Municipality, Faro	-8.643508	37.110524
miramar	Miramar	La Paz Centro, Municipio de La Paz Central, Departamento de León, Nicaragua	https://cams.cdn-surfline.com/cdn-ec/ni-miramarpipes/playlist.m3u8	https://www.surfline.com/surf-report/miramar/584204204e65fad6a7709147	Municipio de La Paz Central, Departamento de León	-86.766	12.167
mission-beach	Mission Beach	Mission Beach, San Diego, California, United States	https://cams.cdn-surfline.com/cdn-wc/wc-missionbeach/playlist.m3u8	https://www.surfline.com/surf-report/mission-beach/5842041f4e65fad6a7708842	San Diego, California	-117.255139	32.776636
mondos	Mondos	Ventura, Ventura County, California, United States	https://cams.cdn-surfline.com/cdn-wc/wc-mondos/playlist.m3u8	https://www.surfline.com/surf-report/mondos/584204204e65fad6a770904d	Ventura County, California	-119.377	34.319
monterey-state-beach	Monterey State Beach	Monterey, Monterey County, California, United States	https://cams.cdn-surfline.com/cdn-wc/wc-montereysb/playlist.m3u8	https://www.surfline.com/surf-report/monterey-state-beach/584204214e65fad6a7709d1f	Monterey County, California	-121.86467	36.608518
monuments	Monuments	Cabo San Lucas, Los Cabos Municipality, Baja California Sur, Mexico	https://cams.cdn-surfline.com/cdn-wc/mx-monuments/playlist.m3u8	https://www.surfline.com/surf-report/monuments/5842041f4e65fad6a7708bd8	Los Cabos Municipality, Baja California Sur	-109.869	22.896
morro-bay	Morro Bay	Morro Bay, San Luis Obispo County, California, United States	https://cams.cdn-surfline.com/cdn-wc/wc-morro/playlist.m3u8	https://www.surfline.com/surf-report/morro-bay/5842041f4e65fad6a770880a	San Luis Obispo County, California	-120.866059	35.3736
morro-bay-harbor-entrance	Morro Bay Harbor Entrance	Morro Bay, San Luis Obispo County, California, United States	https://cams.cdn-surfline.com/cdn-wc/wc-morroharborent/playlist.m3u8	https://www.surfline.com/surf-report/morro-bay-harbor-entrance/584204214e65fad6a7709d02	San Luis Obispo County, California	-120.866061	35.373605
morro-bay-north	Morro Bay North	Morro Bay, San Luis Obispo County, California, United States	https://cams.cdn-surfline.com/cdn-wc/wc-morrobaynorth/playlist.m3u8	https://www.surfline.com/surf-report/morro-bay-north/584204214e65fad6a7709cf9	San Luis Obispo County, California	-120.86935043334961	35.39128905521763
mundaka	Mundaka	Mundaka, Biscay, Basque Country, Spain	https://cams.cdn-surfline.com/cdn-int/es-mundaka/playlist.m3u8	https://www.surfline.com/surf-report/mundaka/5842041f4e65fad6a7708c88	Biscay, Basque Country	-2.694722222	43.40861111
ne-14th-ct-	NE 14th Ct.	Fort Lauderdale, Broward County, Florida, United States	https://cams.cdn-surfline.com/cdn-ec/ec-ne14thct/playlist.m3u8	https://www.surfline.com/surf-report/ne-14th-ct-/584204214e65fad6a7709d1e	Broward County, Florida	-80.101269	26.145745
nags-head-pier	Nags Head Pier	Nags Head, Dare County, North Carolina, United States	https://cams.cdn-surfline.com/cdn-ec/ec-nagshead/playlist.m3u8	https://www.surfline.com/surf-report/nags-head-pier/5842041f4e65fad6a7708a40	Dare County, North Carolina	-75.62983989715576	35.97427620657821
nantucket	Nantucket	Nantucket, Nantucket County, Massachusetts, United States	https://cams.cdn-surfline.com/cdn-ec/ec-nantucket/playlist.m3u8	https://www.surfline.com/surf-report/nantucket/5842041f4e65fad6a7708e34	Nantucket County, Massachusetts	-70.061	41.254
nazare-beach-angle	Nazare Beach Angle	Nazaré, Nazaré Municipality, Leiria, Portugal	https://cams.cdn-surfline.com/cdn-int/pt-nazare/playlist.m3u8	https://www.surfline.com/surf-report/nazare-beach-angle/5842041f4e65fad6a7708e61	Nazaré Municipality, Leiria	-9.086905717849731	39.60556584105066
nazare-overview	Nazare Overview	Nazaré, Nazaré Municipality, Leiria, Portugal	https://cams.cdn-surfline.com/cdn-int/pt-nazareov/playlist.m3u8	https://www.surfline.com/surf-report/nazare-overview/58bdfa7882d034001252e3d8	Nazaré Municipality, Leiria	-9.085586071014404	39.604828505731106
neptune-beach	Neptune Beach	Neptune Beach, Duval County, Florida, United States	https://cams.cdn-surfline.com/cdn-ec/ec-neptunebeach/playlist.m3u8	https://www.surfline.com/surf-report/neptune-beach/584204214e65fad6a7709d0f	Duval County, Florida	-81.39229204475505	30.32468915287104
new-smyrna-beach-north	New Smyrna Beach North	New Smyrna Beach, Volusia County, Florida, United States	https://cams.cdn-surfline.com/cdn-ec/ec-newsmy/playlist.m3u8	https://www.surfline.com/surf-report/new-smyrna-beach-north/5842041f4e65fad6a7708871	Volusia County, Florida	-80.9079122543335	29.067742181198362
new-smyrna-beach-south	New Smyrna Beach South	New Smyrna Beach, Volusia County, Florida, United States	https://cams.cdn-surfline.com/cdn-ec/ec-newsmysouth/playlist.m3u8	https://www.surfline.com/surf-report/new-smyrna-beach-south/59c16507bf1677001bbb2319	Volusia County, Florida	-80.90758046479618	29.06659976605895
newport	Newport	Newport, Lincoln County, Oregon, United States	https://cams.cdn-surfline.com/cdn-wc/wc-newportor/playlist.m3u8	https://www.surfline.com/surf-report/newport/5842041f4e65fad6a77089b5	Lincoln County, Oregon	-124.0657046360549	44.63792761362982
newport-beach-pier	Newport Beach Pier 	Newport Beach, Orange County, California, United States	https://cams.cdn-surfline.com/cdn-wc/wc-newportpier/playlist.m3u8	https://www.surfline.com/surf-report/newport-beach-pier/5842041f4e65fad6a770882c	Orange County, California	-117.9315376281	33.60577342582
newport-jetties	Newport Jetties	Newport Beach, Orange County, California, United States	https://cams.cdn-surfline.com/cdn-wc/wc-newportjetties/playlist.m3u8	https://www.surfline.com/surf-report/newport-jetties/5842041f4e65fad6a77088f6	Orange County, California	-117.94419765472412	33.62125756352127
north-buxton	North Buxton	Buxton, Dare County, North Carolina, United States	https://cams.cdn-surfline.com/cdn-ec/ec-northbuxton/playlist.m3u8	https://www.surfline.com/surf-report/north-buxton/5a1c8af1fa245a001a43d45a	Dare County, North Carolina	-75.51780939102173	35.26673297347769
north-fistral-beach	North Fistral Beach	Newquay, Cornwall, England, United Kingdom	https://cams.cdn-surfline.com/cdn-int/uk-fistral/playlist.m3u8	https://www.surfline.com/surf-report/north-fistral-beach/584204214e65fad6a7709cec	Cornwall, England	-5.099166667	50.41916667
north-fistral-beach-overview	North Fistral Beach Overview	Newquay, Cornwall, England, United Kingdom	https://cams.cdn-surfline.com/cdn-int/uk-fistralov/playlist.m3u8	https://www.surfline.com/surf-report/north-fistral-beach-overview/5b0d807b1c2818001a169834	Cornwall, England	-5.1004056207068516	50.41892636266719
north-street-to-3rd-street-jetty	North Street to 3rd Street Jetty	Ocean City, Cape May County, New Jersey, United States	https://cams.cdn-surfline.com/cdn-ec/ec-3rdstnj/playlist.m3u8	https://www.surfline.com/surf-report/north-street-to-3rd-street-jetty/5842041f4e65fad6a7708b5a	Cape May County, New Jersey	-74.55599	39.283817
north-washout	North Washout	Folly Beach, Charleston County, South Carolina, United States	https://cams.cdn-surfline.com/cdn-ec/ec-washout/playlist.m3u8	https://www.surfline.com/surf-report/north-washout/5842041f4e65fad6a7708a85	Charleston County, South Carolina	-79.90734775473675	32.66829212943039
nusa-lefts	Nusa Lefts	Kavieng, Kavieng, New Ireland, Papua New Guinea	https://cams.cdn-surfline.com/cdn-int/id-nusalembongan/playlist.m3u8	https://www.surfline.com/surf-report/nusa-lefts/5842041f4e65fad6a7708d6c	Kavieng, New Ireland	150.786	-2.569
ocean-ave-	Ocean Ave.	Melbourne Beach, Brevard County, Florida, United States	https://cams.cdn-surfline.com/cdn-ec/ec-melbournebeach/playlist.m3u8	https://www.surfline.com/surf-report/ocean-ave-/5842041f4e65fad6a7708e1a	Brevard County, Florida	-80.55600643157959	28.068657451086715
ocean-beach	Ocean Beach	Coronado, San Diego, California, United States	https://cams.cdn-surfline.com/cdn-wc/wc-oceanbeachsd/playlist.m3u8	https://www.surfline.com/surf-report/ocean-beach/5842041f4e65fad6a770883f	San Diego, California	-117.254273	32.748931
ocean-beach-overview	Ocean Beach Overview	San Francisco, San Francisco County, California, United States	https://cams.cdn-surfline.com/cdn-wc/wc-oceanbeachov/playlist.m3u8	https://www.surfline.com/surf-report/ocean-beach-overview/5842041f4e65fad6a77087f8	San Francisco County, California	-122.51386642456055	37.753819048126225
ocean-beach-pier-	Ocean Beach Pier 	Ocean Beach, San Diego, California, United States	https://cams.cdn-surfline.com/cdn-wc/wc-oceanbeachsdpier/playlist.m3u8	https://www.surfline.com/surf-report/ocean-beach-pier-/59aedf63b5e8310014bbe375	San Diego, California	-117.25335717201233	32.747741896041966
ocean-city-overview-md	Ocean City Overview, MD	Ocean City, Worcester County, Maryland, United States	https://cams.cdn-surfline.com/cdn-ec/ec-oceancitymdov/playlist.m3u8	https://www.surfline.com/surf-report/ocean-city-overview-md/5a3c0f262aa931001cb3cd7d	Worcester County, Maryland	-75.08092045783997	38.33849212116569
oceanana-pier	Oceanana Pier	Atlantic Beach, Carteret County, North Carolina, United States	https://cams.cdn-surfline.com/cdn-ec/ec-oceananapier/playlist.m3u8	https://www.surfline.com/surf-report/oceanana-pier/584204204e65fad6a7709992	Carteret County, North Carolina	-76.72782897949219	34.6951979926116
oceano	Oceano	Oceano, San Luis Obispo County, California, United States	https://cams.cdn-surfline.com/cdn-wc/wc-oceano/playlist.m3u8	https://www.surfline.com/surf-report/oceano/584204214e65fad6a7709d01	San Luis Obispo County, California	-120.64	35.1
oceano-pier-ave-	Oceano Pier Ave.	Oceano, San Luis Obispo County, California, United States	https://cams.cdn-surfline.com/cdn-wc/wc-oceanopierave/playlist.m3u8	https://www.surfline.com/surf-report/oceano-pier-ave-/5a1c9be49caa98001b09d0e1	San Luis Obispo County, California	-120.63212513923645	35.104023095931694
oceanside-harbor	Oceanside Harbor, North Jetty	Oceanside, San Diego, California, United States	https://cams.cdn-surfline.com/cdn-wc/wc-osideharbornjetty/playlist.m3u8	https://www.surfline.com/surf-report/oceanside-harbor/5842041f4e65fad6a7708832	San Diego, California	-117.3947525024	33.202391008646
oceanside-pier-northside	Oceanside Pier, Northside	Oceanside, San Diego, California, United States	https://cams.cdn-surfline.com/cdn-wc/wc-oceansidepierns/playlist.m3u8	https://www.surfline.com/surf-report/oceanside-pier-northside/5842041f4e65fad6a7708835	San Diego, California	-117.38916277885437	33.192192245107016
oceanside-pier-southside	Oceanside Pier, Southside	Oceanside, San Diego, California, United States	https://cams.cdn-surfline.com/cdn-wc/wc-oceansidepierss/playlist.m3u8	https://www.surfline.com/surf-report/oceanside-pier-southside/584204204e65fad6a7709435	San Diego, California	-117.385	33.191
off-the-wall	Off-The-Wall	Pupukea, O‘ahu, Hawaii, United States	https://cams.cdn-surfline.com/cdn-wc/hi-offthewall/playlist.m3u8	https://www.surfline.com/surf-report/off-the-wall/5842041f4e65fad6a7708894	O‘ahu, Hawaii	-158.05494904518127	21.66203493640557
old-man-s-at-san-onofre	Old Man's at San Onofre	San Clemente, Orange County, California, United States	https://cams.cdn-surfline.com/cdn-wc/wc-oldmansanonofre/playlist.m3u8	https://www.surfline.com/surf-report/old-man-s-at-san-onofre/584204204e65fad6a77099d4	Orange County, California	-117.56227254867554	33.36997928102397
old-orchard-beach	Old Orchard Beach	Old Orchard Beach, York County, Maine, United States	https://cams.cdn-surfline.com/cdn-ec/ec-oldorchard/playlist.m3u8	https://www.surfline.com/surf-report/old-orchard-beach/5842041f4e65fad6a77089df	York County, Maine	-70.372146	43.514481
old-station-laundromats	Old Station/Laundromats	Kitty Hawk, Dare County, North Carolina, United States	https://cams.cdn-surfline.com/cdn-ec/ec-oldstation/playlist.m3u8	https://www.surfline.com/surf-report/old-station-laundromats/5842041f4e65fad6a7708a43	Dare County, North Carolina	-75.68868676298234	36.06524640157816
onjyuku	Onjyuku	Katsuura, Katsuura-shi, Chiba, Japan	https://namiaru-upload.cdn-surfline.com/615.mp4	https://www.surfline.com/surf-report/onjyuku/584204204e65fad6a7709743	Katsuura-shi, Chiba	140.3519	35.1806
ormond-beach	Ormond Beach	Ormond Beach, Volusia County, Florida, United States	https://cams.cdn-surfline.com/cdn-ec/ec-ormondbeach/playlist.m3u8	https://www.surfline.com/surf-report/ormond-beach/5842041f4e65fad6a7708aa4	Volusia County, Florida	-81.03860063474112	29.29239875585548
ortley-beach	Ortley Beach	Seaside Heights, Ocean County, New Jersey, United States	https://cams.cdn-surfline.com/cdn-ec/ec-ortleybeach/playlist.m3u8	https://www.surfline.com/surf-report/ortley-beach/5842041f4e65fad6a7708a15	Ocean County, New Jersey	-74.0673629403079	39.95745637606704
otter-rock-	Otter Rock 	Otter Rock, Lincoln County, Oregon, United States	https://cams.cdn-surfline.com/cdn-wc/wc-otterrockor/playlist.m3u8	https://www.surfline.com/surf-report/otter-rock-/5a1c55dbfa245a001a43d459	Lincoln County, Oregon	-124.06526684761047	44.75256978367964
pacific-beach	Pacific Beach	Pacific Beach, San Diego, California, United States	https://cams.cdn-surfline.com/cdn-wc/wc-pacificbeach/playlist.m3u8	https://www.surfline.com/surf-report/pacific-beach/5842041f4e65fad6a7708841	San Diego, California	-117.2599124908	32.796726556979
pacific-blvd-	Pacific Blvd. 	Long Beach, Nassau County, New York, United States	https://cams.cdn-surfline.com/cdn-ec/ec-pacificblvd/playlist.m3u8	https://www.surfline.com/surf-report/pacific-blvd-/58dd748982d034001252e3dc	Nassau County, New York	-73.6407995223999	40.58281730569218
pacifica-lindamar	Pacifica/Lindamar	Pacifica, San Mateo County, California, United States	https://cams.cdn-surfline.com/cdn-wc/wc-pacificalindamar/playlist.m3u8	https://www.surfline.com/surf-report/pacifica-lindamar/5842041f4e65fad6a7708976	San Mateo County, California	-122.5030036601855	37.59915854565163
paco-de-arcos	Paco de Arcos	Oeiras Municipality, Lisbon, Portugal	https://cams.cdn-surfline.com/cdn-int/pt-pacodearcos/playlist.m3u8	https://www.surfline.com/surf-report/paco-de-arcos/584204214e65fad6a7709d0c	Lisbon, Portugal	-9.29619	38.689118
padang-padang	Padang Padang	Pecatu, Bali, Bali, Indonesia	https://cams.cdn-surfline.com/cdn-int/id-padang/playlist.m3u8	https://www.surfline.com/surf-report/padang-padang/5842041f4e65fad6a7708d44	Bali, Bali	115.10105	-8.810197222
park-line	Park Line	Montauk, Suffolk County, New York, United States	https://cams.cdn-surfline.com/cdn-ec/ec-parkline/playlist.m3u8	https://www.surfline.com/surf-report/park-line/5842041f4e65fad6a770884f	Suffolk County, New York	-71.99965238571167	41.01126207337486
parking-lots	Parking Lots	Rincon, Rincón Barrio-Pueblo, Rincón Municipio, Puerto Rico	https://cams.cdn-surfline.com/cdn-ec/pr-parkinglots/playlist.m3u8	https://www.surfline.com/surf-report/parking-lots/584204204e65fad6a77093cf	Rincón Barrio-Pueblo, Rincón Municipio	-67.25393414497375	18.372051653104904
pelican-beach-park	Pelican Beach Park	Satellite Beach, Brevard County, Florida, United States	https://cams.cdn-surfline.com/cdn-ec/ec-pelicanbeachpark/playlist.m3u8	https://www.surfline.com/surf-report/pelican-beach-park/584204214e65fad6a7709d12	Brevard County, Florida	-80.586343	28.167607
perranporth	Perranporth	Perranporth, Cornwall, England, United Kingdom	https://cams.cdn-surfline.com/cdn-int/uk-perranporth/playlist.m3u8	https://www.surfline.com/surf-report/perranporth/5842041f4e65fad6a7708c94	Cornwall, England	-5.158888889	50.34833333
perranporth-overview	Perranporth Overview	Perranporth, Cornwall, England, United Kingdom	https://cams.cdn-surfline.com/cdn-int/uk-perranporthov/playlist.m3u8	https://www.surfline.com/surf-report/perranporth-overview/5b0d81b6de5a91001a3e7c32	Cornwall, England	-5.161355504693688	50.34966710297713
pet-den	Pet Den	Satellite Beach, Brevard County, Florida, United States	https://cams.cdn-surfline.com/cdn-ec/ec-satellitebeach/playlist.m3u8	https://www.surfline.com/surf-report/pet-den/5842041f4e65fad6a7708e3d	Brevard County, Florida	-80.58847188949585	28.173651420513053
piedras-blancas	Piedras Blancas	Cambria, San Luis Obispo County, California, United States	https://cams.cdn-surfline.com/cdn-wc/wc-piedrasblancas/playlist.m3u8	https://www.surfline.com/surf-report/piedras-blancas/584204214e65fad6a7709d00	San Luis Obispo County, California	-121.29	35.672
pipeline	Pipeline	Pupukea, O‘ahu, Hawaii, United States	https://cams.cdn-surfline.com/cdn-wc/hi-pipeline/playlist.m3u8	https://www.surfline.com/surf-report/pipeline/5842041f4e65fad6a7708890	O‘ahu, Hawaii	-158.0519986152649	21.66464735075164
pipeline-overview	Pipeline Overview	Pupukea, O‘ahu, Hawaii, United States	https://cams.cdn-surfline.com/cdn-wc/hi-pipelinefixed/playlist.m3u8	https://www.surfline.com/surf-report/pipeline-overview/584204214e65fad6a7709cdf	O‘ahu, Hawaii	-158.05477738380432	21.666103103102223
pipes	Pipes	Encinitas, San Diego, California, United States	https://cams.cdn-surfline.com/cdn-wc/wc-pipessanelijo/playlist.m3u8	https://www.surfline.com/surf-report/pipes/5842041f4e65fad6a77088b5	San Diego, California	-117.28833317756653	33.02237397156142
pismo-beach-north	Pismo Beach North	Pismo Beach, San Luis Obispo County, California, United States	https://cams.cdn-surfline.com/cdn-wc/wc-pismonorth/playlist.m3u8	https://www.surfline.com/surf-report/pismo-beach-north/584204214e65fad6a7709cfb	San Luis Obispo County, California	-120.64638376235962	35.14017780018546
pismo-beach-pier	Pismo Beach Pier	Pismo Beach, San Luis Obispo County, California, United States	https://cams.cdn-surfline.com/cdn-wc/wc-pismopier/playlist.m3u8	https://www.surfline.com/surf-report/pismo-beach-pier/5842041f4e65fad6a77089ac	San Luis Obispo County, California	-120.6453530430646	35.13877877884115
pismo-beach-south	Pismo Beach South	Pismo Beach, San Luis Obispo County, California, United States	https://cams.cdn-surfline.com/cdn-wc/wc-pismosouth/playlist.m3u8	https://www.surfline.com/surf-report/pismo-beach-south/584204214e65fad6a7709cfa	San Luis Obispo County, California	-120.64469397068024	35.1375851996926
playa-hermosa-south	Playa Hermosa South	Jacó, Garabito, Provincia de Puntarenas, Costa Rica	https://cams.cdn-surfline.com/cdn-ec/cr-playahermosa/playlist.m3u8	https://www.surfline.com/surf-report/playa-hermosa-south/5842041f4e65fad6a7708b50	Garabito, Provincia de Puntarenas	-84.608	9.576
playa-jaco	Playa Jaco	Jacó, Garabito, Provincia de Puntarenas, Costa Rica	https://cams.cdn-surfline.com/cdn-ec/cr-playajaco/playlist.m3u8	https://www.surfline.com/surf-report/playa-jaco/5842041f4e65fad6a7708ba1	Garabito, Provincia de Puntarenas	-84.63540732008065	9.616940559391795
playa-de-la-zurriola	Playa de la Zurriola	San Sebastian, Gipuzkoa, Basque Country, Spain	https://cams.cdn-surfline.com/cdn-int/es-sansebastian/playlist.m3u8	https://www.surfline.com/surf-report/playa-de-la-zurriola/5842041f4e65fad6a7708c8a	Gipuzkoa, Basque Country	-1.975564956665039	43.32789529249162
pleasure-point	Pleasure Point	Opal Cliffs, Santa Cruz County, California, United States	https://cams.cdn-surfline.com/cdn-wc/wc-pleasurept/playlist.m3u8	https://www.surfline.com/surf-report/pleasure-point/5842041f4e65fad6a7708807	Santa Cruz County, California	-121.9723431951638	36.95468082526536
point-judith	Point Judith	Town of Narragansett, Washington County, Rhode Island, United States	https://cams.cdn-surfline.com/cdn-ec/ec-pointjudith/playlist.m3u8	https://www.surfline.com/surf-report/point-judith/5842041f4e65fad6a77089cb	Washington County, Rhode Island	-71.48006772942608	41.362631366305415
